user_id,item_list
43,479 2167 3410 5532 4572 6624 868 5076 814 4270 2539 1038 3436 4200 4291 1940 6730 6584 2369 355
44,479 531 5252 5076 457 5167 1418 814 5637 3236 6330 262 729 2539 5340 1554 5469 6532 2167 3512
45,4220 4291 3512 6532 4532 3989 5466 6684 5258 3236 1302 4720 2556 1779 4835 4312 2255 2555 2659 1183
46,86 2369 1373 5258 4685 5666 4533 3496 6018 5710 5466 4365 4545 3602 3857 4720 2557 2415 2796 2150
47,1135 1691 4608 4916 6028 2085 982 865 1812 1220 1866 1307 1353 5532 1373 4552 1252 579 2699 2115
48,4625 531 1418 5167 3410 2059 262 3702 5460 6796 2653 3316 1267 5340 5662 1800 2251 1554 4373 428
49,1960 6519 1245 4300 92 1210 6133 2731 132 2556 4023 1940 2188 5919 6378 1373 457 1252 868 6236
50,3410 2557 2167 814 1373 6624 1339 868 4200 5532 4533 6377 4572 1168 4291 536 1602 3316 5854 5252
51,2556 4291 5252 2369 355 1339 5076 955 457 5230 3316 4877 2772 2232 536 777 956 3918 6271 3602
52,5167 531 1418 5252 4625 457 4200 1554 2167 3316 262 6584 2539 5469 3966 2645 336 6562 1051 4709
53,814 479 868 2167 372 1339 4180 625 5252 5076 5961 5532 4291 531 3316 1294 3666 86 242 2110
54,4291 4045 3410 2556 6158 3441 4877 5076 2557 4570 6624 2628 4200 3506 355 457 3602 1503 3256 4029
55,2556 1286 868 2167 6013 5532 3105 2412 918 3373 495 1402 205 6058 457 3326 6329 2142 6639 453
56,814 891 479 201 4373 4815 4291 6624 3256 1418 3316 5252 6666 5167 2556 4029 355 5069 5063 729
57,814 2556 5076 2779 479 3512 2167 3236 5069 531 6330 4045 4572 5252 5460 1183 1602 6624 4373 355
58,4312 84 6532 4532 814 5369 531 6584 5063 3966 2556 563 3236 6684 236 4484 2803 729 868 5356
59,2556 6173 5696 1062 457 1373 4161 479 6647 2844 3410 2167 955 6033 3208 5081 6466 1596 5285 788
60,2228 955 355 479 536 2369 4291 2556 6377 1294 814 3236 4709 4545 5469 2050 3875 5323 2886 5640
61,2556 955 2228 868 5532 814 536 3410 4533 4200 4877 5407 4554 3666 1294 5230 355 372 1602 2077
62,3512 2779 5069 5460 4373 6532 3410 531 814 4200 5063 6584 1418 4484 4625 2555 3989 2848 2960 1073
63,3410 2556 6624 5076 6771 5469 5167 1418 1940 4291 6584 5340 4200 4709 372 665 355 3441 3966 4533
64,4291 1940 5532 814 3410 2556 1602 5323 5069 4608 2779 5965 2539 3055 4877 1373 1930 6624 5076 6158
65,2556 814 2228 4351 4291 1940 2628 3236 6624 3977 3516 1329 4264 4200 4709 5407 1131 2399 1171 6930
66,2556 495 3410 479 3373 868 3236 3040 3602 5252 531 1651 4200 4728 5073 3316 355 372 1655 966
67,4414 5961 4231 3666 1373 2093 596 1602 2110 5785 5723 2986 4813 2167 1791 601 4023 5489 5830 2904
68,2228 5857 3977 6411 2880 1940 1294 608 4709 6810 6190 814 5950 868 3875 4291 4103 4901 4570 2167
69,1373 5407 1171 2228 955 4534 2226 5329 2556 3180 1940 4486 4264 5825 1458 3526 2167 5532 1131 5766
70,814 3410 5069 5460 2779 4200 3236 891 6584 6532 1302 531 5466 3989 5063 4342 5258 5356 5854 5076
71,3236 2556 4200 372 2557 955 536 1339 2369 1294 4291 3512 355 6330 4796 5076 3316 200 5252 457
72,1373 2167 2228 1108 955 868 2061 4200 5407 5532 5710 4659 86 5965 814 2110 4291 4534 625 536
73,5469 2556 242 1339 5037 1356 1940 2167 6073 457 5532 1168 479 5326 3059 6624 1912 1696 3236 4709
74,1373 6411 3607 6810 2167 4291 6018 5825 5532 5442 1131 5863 5069 4200 1339 3875 5490 2228 2557 4312
75,955 3300 6935 5696 2556 966 6739 3040 6810 5073 5474 6033 6377 2050 2077 2295 3795 3218 2369 6902
76,4291 3410 2556 4342 5063 2628 5460 6584 5252 5469 355 2557 5167 4373 3316 1554 86 1696 6532 1418
77,4029 5847 4912 6873 6330 6935 814 5356 2907 403 4936 2628 3441 6126 5069 3410 6353 4815 5010 6457
78,4533 2556 86 2527 495 1339 5469 2772 291 868 6377 6271 2886 4180 4103 2050 2077 479 4545 6624
79,479 814 4634 6133 314 132 2556 1458 5919 531 5252 3300 6810 6236 6284 3516 5469 6584 4936 2907
80,2369 2228 955 2556 479 291 1294 5469 814 6635 5252 2050 6624 3256 4238 1106 3236 6619 6382 4032
81,814 2167 457 3236 2556 6584 4877 5326 4200 6624 372 531 868 1418 3713 4351 5167 3512 1602 2356
82,6935 3516 3125 6873 6810 2295 2907 3460 2824 5474 1949 3180 2226 403 2556 1013 139 6190 4291 6457
83,868 3410 479 2556 2835 2167 3373 5854 3316 5532 5252 6584 3236 1294 814 372 6196 5169 6796 1339
84,2557 2556 2167 5532 2628 2093 5965 3666 4231 3602 2273 4291 1602 1339 4572 2216 2574 1329 1445 814
85,5469 814 4200 531 3316 457 2557 1418 1339 5340 6584 3512 1554 5326 868 5167 5076 200 1974 6190
86,3512 531 1418 2152 3128 5167 4200 5252 6532 4373 814 5356 5069 3236 2001 2779 262 4839 2556 5941
87,2556 3236 4709 1294 4533 814 6624 5252 4023 2835 6165 1168 2232 4777 4480 372 5167 457 2369 2151
88,814 5460 3602 3547 4912 1183 1920 5489 531 891 3410 6958 4200 355 3236 4613 3989 449 3537 1252
89,2557 1373 457 3602 2093 4572 868 814 5076 3666 2628 1294 5553 1983 1339 3410 2539 3824 6516 4291
90,2556 3666 868 2167 5489 2093 4023 5532 2110 966 2228 1339 6454 5073 1958 4728 6627 6730 283 6516
91,814 5076 3410 4291 355 2556 4709 3236 4912 1418 3316 5167 3441 3537 5326 6330 3506 457 5340 262
92,3410 479 5167 6584 4220 6330 5076 1554 6624 5469 3966 4200 1974 200 1920 4912 2152 2645 891 5065
93,2556 955 1252 1940 1171 283 4023 5532 457 6377 2369 5825 4709 4172 6411 3666 3795 2557 3044 1522
94,3410 814 2556 457 2835 868 3236 4704 6624 4592 3208 1062 6173 4195 3040 4161 4032 6158 355 1655
95,4877 2167 2556 4572 5258 3602 1943 2557 1373 6018 4720 2093 2960 5466 3666 5064 4312 6293 868 814
96,1940 2329 5323 1467 2509 5630 2369 1217 755 5644 1963 657 479 355 2818 4500 5852 955 5489 4545
97,2556 1940 4023 2228 2167 1168 1013 955 1294 868 2539 5532 6377 4534 2329 4572 4533 5950 2110 5230
98,4877 814 2167 3285 5532 1373 3602 236 5965 4312 1393 5489 4342 1656 2779 5466 515 868 1602 5069
99,479 3236 457 4291 4200 5167 355 5532 3316 5326 2835 1418 868 1554 3602 1339 665 4180 2653 5460
100,1183 891 4029 3410 814 6330 5896 4373 6666 3966 3300 3142 5356 871 6935 3516 502 201 1106 5241
101,6624 5252 86 4533 457 3316 536 2557 2527 6271 868 3244 4103 531 5167 4200 4408 5076 1452 2050
102,6935 4936 2295 6457 4877 5466 2556 3590 2798 2226 2167 6530 1373 6023 2824 6776 6018 3180 6359 6155
103,2556 814 4533 372 4023 4414 4200 2228 4709 355 1339 5323 4291 5981 3057 5961 5252 457 4103 5950
104,2167 2557 5532 1339 3410 2228 536 814 868 3236 479 5407 4291 596 372 4533 2369 3666 4554 291
105,3221 4351 5238 2628 4045 4291 4200 1983 275 2557 355 1503 3436 4877 2167 1339 2632 3602 3925 2321
106,479 3236 457 6624 5469 2228 372 5857 6584 5076 3977 2557 1131 1171 5863 5532 200 4291 6411 3512
107,3316 3410 2369 814 262 1294 2556 955 6624 86 5469 1554 531 4877 4180 4554 5076 3236 2653 536
108,2574 3955 6561 2397 3607 1252 5696 6516 2412 1691 2110 1458 2628 3349 3962 1062 3824 3040 491 3010
109,2556 814 2369 4200 457 4554 955 372 4291 868 4533 4545 5167 3512 6584 1418 200 536 6271 6330
110,1656 2167 4720 4312 814 6018 5965 5532 6158 5390 5369 1644 1539 4200 3824 4231 4572 5498 1445 2093
111,3410 2556 4180 1106 6624 3236 2369 6330 4709 531 2527 4533 4023 1294 4554 4570 4877 3602 201 6271
112,6519 1960 132 2188 868 935 5544 2167 1373 4489 814 4783 1098 5696 457 4592 1062 4291 3617 4704
113,479 814 3236 1373 5252 5076 868 5532 1418 5340 262 2539 5469 6584 6624 5489 3666 4313 3512 6519
114,6519 4291 1245 6018 3607 1458 4425 1656 6882 5294 2632 6236 6453 814 5390 2960 6729 1539 5553 5544
115,2557 3512 531 3666 372 457 92 817 169 4300 3316 1373 6519 2167 5532 314 1458 5489 5326 729
116,5532 1373 2557 5057 1602 6516 5489 457 3824 4312 2574 3326 1339 5369 2628 1668 2438 3666 4572 4200
117,3410 479 457 3607 1373 5340 868 3236 814 2167 2226 2653 4877 6624 2539 3180 5252 531 3713 1418
118,3410 814 955 2369 5469 4180 5252 3316 868 2226 5857 4533 2557 531 1458 3180 625 5407 6098 6190
119,5738 6512 1257 3874 4231 909 4877 5830 2904 4264 784 4932 5591 1522 5000 3258 4478 640 283 3602
120,2556 2167 4291 5069 4484 457 4200 4342 1373 4877 4270 5076 5489 1294 5532 4220 4312 3512 3989 4532
121,3410 6624 5469 4200 2167 814 1294 457 1339 2557 5326 5252 955 2880 6584 1602 2539 531 536 2228
122,2167 2557 1373 457 3410 4877 4200 479 4572 6050 2093 3201 2628 6472 2917 4270 1940 372 3621 559
123,814 479 3236 2556 4200 5076 5469 5460 2557 6330 4373 355 729 372 2152 5252 3316 5489 1418 3666
124,3236 3410 2556 531 5076 4291 4023 355 3795 4533 3316 2628 6698 1168 4593 1183 2228 5553 5906 3829
125,5073 3040 966 2556 414 1655 2228 1373 4977 955 5407 2369 536 3373 6454 2886 4685 5428 54 4697
126,1183 5460 3410 891 4912 2779 479 3236 4029 4815 258 2399 6666 5356 3602 5662 3441 5076 4877 4625
127,5252 479 3236 868 5766 262 457 4200 729 1974 6810 6173 4634 4704 6584 5532 2653 1373 1051 5076
128,3142 6935 3516 6810 3180 3460 2907 4023 1949 5323 2295 2556 6165 2798 2005 3526 4480 2228 5236 3590
129,2167 5532 1373 3666 2556 1602 5489 1339 3436 4877 1940 955 4291 1252 1329 4709 457 4023 1294 536
130,3410 3236 5065 4200 6330 4220 3512 2556 84 5460 6624 5063 3604 457 2232 3930 4484 4342 4532 5258
131,868 1940 2167 5532 4709 3977 1252 457 596 640 3607 2228 2628 6098 5489 1171 6935 5323 4231 3180
132,2556 1602 5532 4231 4200 2438 6293 3410 4572 814 5442 1294 5723 5076 6018 4359 3819 3198 1668 1700
133,2556 4533 955 5469 479 2557 3410 372 814 2228 1339 6584 5466 200 4291 4238 5252 3218 3512 5230
134,536 4533 2369 2556 1168 4554 479 3244 3410 5469 3236 2527 86 814 6271 2772 2886 2050 1911 4247
135,4312 4200 1373 2152 2167 5369 955 2632 4220 1656 2628 4373 2499 2960 814 4023 5498 4484 89 3602
136,1940 4709 3602 5640 5981 814 2557 1339 1651 479 2110 2005 3410 2167 4291 5532 457 2329 3040 966
137,3410 814 531 479 6584 457 5326 1418 1610 5252 4045 5167 729 3512 4291 5609 2167 5340 2356 4373
138,2167 4312 5532 4720 4264 4877 6842 2556 6453 5369 2960 1544 4048 282 3824 5498 4572 6882 2675 5258
139,2556 2557 457 4200 3602 4720 5466 1700 1403 1373 2632 6158 3236 2399 4045 6532 6624 4342 3410 1602
140,2556 5407 1940 4877 814 4709 3602 4685 1399 955 3236 4291 3410 2194 3487 2628 2796 2886 2077 5981
141,3512 3410 4220 3966 5167 891 1302 5460 729 6330 2059 5356 814 5466 457 4342 84 563 4720 5896
142,5489 3607 6519 4634 1960 4300 1210 92 1245 6133 132 3666 1458 1373 1252 5766 2188 5919 2556 2574
143,2556 4200 3410 2167 1373 2557 4373 3236 868 3765 5941 479 5532 372 563 4572 2848 222 6584 4532
144,4572 4877 2628 1602 457 1940 4023 283 6730 515 4709 3602 5644 4351 4045 1469 1503 3410 3676 4200
145,2228 955 5407 536 5122 1373 625 868 6377 504 5335 5532 3954 2703 4533 6955 5906 2050 4593 3875
146,2556 3285 1257 2557 5323 1690 6499 1294 1469 1497 1602 3874 4709 4083 3856 2329 1373 2167 1743 1339
147,2369 955 4554 4103 3410 5469 479 4238 4291 291 6619 6624 2077 5023 823 594 5950 777 814 5407
148,3410 3236 479 5252 6624 2556 4200 1554 3316 3441 5340 1920 1418 5167 1974 6796 4045 891 6330 372
149,3236 2556 457 531 5076 5167 372 5340 814 2167 6584 5532 6624 3316 5469 2653 4200 2557 187 665
150,2369 479 86 3410 955 2556 3236 4291 536 4685 5252 4533 6624 4103 2050 814 5469 665 1106 2886
151,2556 2369 2527 4533 3244 3410 6271 5469 86 4247 4103 6619 3236 2050 3316 6624 4291 2886 1963 6377
152,3300 6935 6873 5474 2907 1013 3460 1949 403 6125 2154 6173 6023 6033 1062 4161 6647 2016 6457 4578
153,457 4200 868 479 5532 5469 2167 814 1339 6584 4533 4238 3218 955 5076 200 5230 2228 3607 5252
154,2556 4200 2557 814 3236 4877 479 5469 6532 5069 4572 5258 372 3989 1602 5076 2539 6054 5466 3602
155,2556 868 414 2369 966 479 6624 1655 536 4697 4180 372 86 2835 3316 6382 4685 2703 6377 355
156,2556 1373 5532 868 1294 5746 491 2228 6665 5111 1339 2998 4572 955 1366 1193 3074 3100 4179 536
157,4877 5532 4291 5640 1940 868 1329 4200 3236 1503 3410 1339 2399 4023 1651 596 5076 6561 1731 966
158,5252 1418 479 3236 5340 2167 372 729 457 1554 5076 5532 6624 814 6330 5326 3316 6584 3713 665
159,3410 3236 4023 4200 360 6624 5489 1940 1252 1373 531 3989 4709 5069 4312 457 4877 4342 6158 355
160,2228 6173 5696 3617 4161 6739 5081 6466 6647 1596 2652 479 788 2886 5469 291 2050 3208 2557 1428
161,1656 5258 4264 6551 4877 3824 868 457 814 89 6516 4572 1602 1257 5390 412 4231 1339 2324 3666
162,2167 457 5532 3410 1339 2093 3236 479 4572 4200 4231 5076 596 6624 3373 6050 6516 2438 2835 6382
163,2556 4291 3602 4045 814 457 2557 1696 5640 6158 1294 1503 2539 1539 4023 2329 1610 4351 3506 4709
164,2556 5466 3142 3970 479 2907 3236 6935 3300 5076 3516 4936 412 4200 2557 236 5252 457 2632 6532
165,531 5460 1183 4291 891 6666 2152 1418 4625 2779 201 868 814 5167 3410 2059 3236 2803 5252 6704
166,479 3410 814 4570 4291 2628 531 4877 3285 355 3236 1183 3602 6158 2300 2557 5326 1503 3506 1552
167,2556 4351 5640 515 1983 2329 2872 1682 4877 6073 2167 3113 4231 5644 3445 5553 5532 1198 5324 3436
168,4572 2167 4270 5532 1373 5076 2557 5766 1940 4570 3410 3436 5469 2798 4709 1494 1407 3666 6771 2101
169,2556 3410 457 2167 1373 5076 1294 5469 5532 1602 3236 1339 6624 4200 3656 2232 372 4533 2557 5252
170,868 3180 6810 457 6190 3526 479 4200 5474 5469 6873 3300 2167 2154 2308 4634 6077 814 3236 3142
171,955 5407 4533 2556 4554 355 5335 2050 2527 1168 2886 6271 2077 4877 4238 5469 594 3602 3244 3496
172,531 5252 479 2024 4291 1554 3602 1051 355 262 3785 6961 3236 4625 4877 3316 5854 6213 6196 2653
173,4291 814 2399 4877 3602 4045 355 2779 2557 5609 3506 4342 5879 236 4351 2704 1329 4970 4029 4561
174,1373 4709 2556 2194 1252 2574 2397 596 3305 3666 5532 5323 6165 283 2167 5965 5337 4172 5981 1402
175,3410 814 5252 1418 2556 5076 200 3512 457 6330 5326 3966 729 1183 665 4291 2835 891 5340 3256
176,3607 1252 1373 868 3180 1458 6810 6190 3666 1602 283 5337 2574 3977 4572 457 6730 2904 6077 6472
177,4291 4877 4912 3512 5460 479 1418 3966 3602 2059 3236 4220 5356 3537 2557 2459 5469 5167 4180 1267
178,4291 5076 891 4815 2539 457 729 2472 4220 3316 4342 3512 5326 6158 2399 372 1418 6771 868 4029
179,814 3410 2779 531 4592 1062 4161 5069 2152 6033 4532 3236 6330 4220 5896 1596 2652 3966 4200 479
180,814 2556 3602 2399 6158 2167 5076 3285 5532 355 3410 457 3236 91 4572 1373 2871 2779 6624 479
181,2556 3666 5532 4572 3410 4023 1940 2574 3236 4270 5076 5469 1339 868 6624 6584 1791 4813 2329 3201
182,2556 814 4291 2557 4877 868 5532 4200 2167 5069 457 4720 3602 2779 236 4484 4342 4572 412 1294
183,531 3410 3316 1418 5252 3236 5662 262 4912 5469 428 6624 2556 5326 4625 1974 3966 2232 372 5076
184,3410 2557 814 457 6584 3512 5069 4220 6532 3930 2779 6624 4877 3373 1602 2632 2835 5076 200 1700
185,814 4312 5258 3040 3512 3930 4720 966 2167 5466 414 4728 6561 4291 4532 5532 4835 4484 412 6454
186,255 868 2556 955 6935 3142 1402 4533 1786 536 6873 2295 2369 4936 3970 2824 3125 2798 2167 5474
187,814 4291 2779 4220 5466 4877 4720 2557 3930 412 236 3602 457 5469 2255 4835 2499 4045 6158 2555
188,6935 3516 3125 2295 1013 2556 5474 1373 2228 6125 3590 1949 5236 403 2798 5166 3875 139 6457 5203
189,6454 4977 6561 814 2556 3236 3410 5469 6624 4200 3269 5252 2557 815 3316 4103 4554 4180 536 2627
190,1418 531 4625 5167 3966 6954 2251 3702 6796 3537 428 5941 1974 2803 479 3512 6562 3316 2024 1389
191,4023 5323 283 2167 6165 5981 4480 814 457 5223 6730 868 4572 3236 1339 2557 5532 5469 5630 755
192,5489 2557 4572 2628 2093 1940 6516 3824 5723 4709 2904 868 1445 2110 2329 1958 1791 4291 3436 5258
193,868 3236 1373 6624 2835 372 5076 2167 531 6584 2557 3373 3316 3607 5167 4572 1294 1418 1940 200
194,2556 3410 479 814 3236 4200 457 5532 6584 5076 3512 2228 531 955 1418 5326 2835 2152 3666 262
195,814 2556 2779 4220 5469 5532 3236 4720 457 479 4312 6018 5369 531 4045 6532 891 4342 4532 4231
196,2369 536 86 3977 1171 3875 5857 3711 4545 4291 3496 5464 545 5329 4826 2167 3545 3995 2527 6198
197,1651 4728 2798 6561 3410 2556 531 6810 2703 1418 5167 3373 6454 5766 3180 457 54 5252 5469 6873
198,3410 3512 2556 6584 3236 3316 4373 5167 814 457 222 5258 5460 479 5069 4291 2557 5076 4200 6330
199,2556 4709 955 4896 3305 536 5323 2167 2557 5329 2545 2369 2329 3875 4480 2050 5640 291 86 5223
200,479 3410 814 5252 531 4200 372 1418 5469 3316 5167 6219 6142 1183 5076 6584 4912 3512 4796 3765
201,3410 5167 1418 5252 3236 4200 5340 868 814 5076 3316 2835 3966 1974 5469 1554 4912 1339 1373 5941
202,868 966 1656 6312 3040 3607 6685 1930 1373 5857 5861 5073 2397 1458 5489 2574 5490 2938 6411 4728
203,479 3410 531 4572 5326 1554 3713 5489 262 3236 2167 457 665 1940 2653 2556 3316 729 6584 2557
204,3142 3516 3125 2907 5474 3590 2798 2556 3180 814 4291 2399 5166 6530 6155 6359 236 6960 3285 6190
205,868 4200 814 372 5469 5076 531 3040 1339 1651 6561 1655 200 2539 5167 3316 262 4012 6627 6454
206,5167 1418 5252 1554 5340 4625 729 5662 4291 814 891 5469 4080 6330 6796 6624 112 5076 6584 2059
207,3410 5252 1418 4200 372 5167 5469 3602 2653 5326 4625 4291 2024 5460 4912 4877 6771 1051 1106 891
208,2556 2167 1339 5532 2228 6377 6624 4877 3236 457 594 2369 479 1621 4238 3373 123 372 814 3602
209,479 868 3410 1339 2167 5532 3236 2228 2232 814 372 4200 4180 2369 955 200 86 6330 729 2539
210,4291 2556 3602 2628 2228 868 291 5323 4023 2557 5981 5640 5258 5553 2329 457 4480 2324 1644 6516
211,2779 4220 4200 5063 5356 3410 5460 4373 1073 3989 6158 2556 3236 222 2499 4312 2255 5466 2152 6330
212,5532 3666 457 1602 868 596 1252 6018 4877 4720 6453 2628 814 1656 4200 5442 4312 3236 2110 4759
213,3410 3316 1418 5167 6624 2653 5326 428 5662 1057 457 4625 2539 1051 4080 3966 372 1974 6562 3297
214,1252 1373 2556 4572 4023 4231 1602 2093 3666 2115 1940 5337 2574 4291 1038 5965 2399 1196 6584 6018
215,1940 1252 5489 4023 2167 1373 457 4270 4572 4709 5323 4480 5337 5981 6730 2005 5532 6165 2556 3666
216,1458 1960 4634 1210 2556 817 92 1245 6133 2731 132 2188 5919 2167 1373 457 4709 5323 4023 868
217,955 4533 2228 536 6377 1373 2167 1168 1294 2369 5532 3496 868 2415 4238 625 4200 5961 1129 5469
218,814 6158 3410 5609 5460 479 3256 4570 4045 2779 3602 457 6281 2556 891 5076 1488 531 4877 6666
219,3410 531 814 479 1418 4200 6584 4532 1554 4291 5532 1302 6624 200 3316 4912 1974 2803 236 3930
220,2556 479 2083 3236 5426 5158 6096 6449 4291 4709 457 3602 2167 531 6584 5323 5469 5532 1373 868
221,3236 2556 3516 457 3970 6873 6624 1949 3460 5469 2295 5474 372 531 2226 4200 1339 5252 6457 4572
222,814 5340 4625 3316 868 4200 4912 729 5469 6796 6562 6584 2059 1377 1800 2835 891 6330 4296 1057
223,3410 531 5252 3236 1418 5167 5340 5326 6624 814 5469 5662 6771 729 6584 1554 4313 200 372 6635
224,814 2228 2167 4291 3410 3236 4545 531 955 2050 355 5532 5407 2886 479 5469 1339 4200 536 291
225,4023 5489 1252 2329 5644 6730 3410 2574 5223 3236 4572 5532 5076 4172 2557 3055 1217 5469 4813 1930
226,2167 2556 1940 5532 2557 4023 5489 457 868 283 596 3305 4264 4572 6730 5469 4709 4486 3666 2628
227,2556 1940 4709 2167 2557 4023 5323 1373 4480 5981 5532 4270 4572 5223 6165 868 2100 5489 457 5630
228,3410 479 4200 372 6584 3316 355 1339 3373 4291 200 5532 5069 531 5460 1373 2779 5252 2557 891
229,2556 1940 1373 4709 3516 3142 1983 3125 3970 4936 596 5489 5981 5474 4572 283 4480 868 6165 3460
230,2556 4877 5252 1554 6624 3236 3180 6190 6901 457 3316 355 531 1013 5340 1418 262 5167 5236 3526
231,814 4291 5076 6158 3410 236 4342 355 4200 2556 2557 4045 6353 3989 1403 3569 6599 479 1183 1073
232,4200 3236 457 4877 5469 4291 1373 2167 868 5532 372 3602 4570 6158 2628 355 4835 4312 4572 1602
233,6173 2844 5469 4728 6033 966 6902 1651 457 3208 414 2167 5081 1373 6466 5285 788 1596 2652 2835
234,4291 868 2556 414 4200 3512 2779 3410 1655 6532 4720 2557 6454 4697 355 5861 4835 4220 417 5532
235,4291 2556 3410 2369 1940 6624 4877 955 291 4180 5469 4545 536 5407 2886 372 6271 4023 2527 6584
236,3410 2556 479 3236 457 2167 4877 6624 2557 1339 372 6584 1602 1373 3316 355 2539 3373 531 2232
237,5532 2167 2557 4896 3305 4691 5956 1602 4231 2628 275 1339 868 3239 955 5046 4572 3666 3819 457
238,5069 3410 814 4532 2472 6532 6330 5258 729 2848 3966 3765 5469 502 4484 479 5063 200 2632 412
