user_id,item_list
17,4709 4023 2329 3462 5323 1294 2232 1905 2228 1373 479 86 3316 5469 1168 2321 1602 1560 5252 3066
18,2556 3236 531 3316 262 6624 2228 1339 5532 4200 457 2232 1418 372 5167 5326 6771 955 4238 5950
19,5073 4728 1655 495 417 54 4977 6454 4697 1373 3373 5861 3269 2110 4709 4023 4813 2167 596 2557
20,457 4313 2539 3373 6050 2835 479 1458 5532 5340 1339 1974 2412 5854 6516 2232 814 2167 6329 531
21,1373 3607 1458 596 5640 2557 6516 1602 4780 2574 3436 3496 4709 3857 5961 91 6561 6073 4264 6730
22,3607 5766 2557 3236 355 3496 3977 4634 4264 1960 92 955 1210 1245 2399 2077 5710 2188 132 1171
23,3607 2556 1940 5961 4709 1458 6810 2110 3180 457 5490 6190 3875 2397 5766 4813 5981 5323 5407 6165
24,2557 2556 4720 596 5532 6018 1940 2917 3607 6472 5489 1602 4231 2628 868 6730 559 5394 2093 5965
25,2556 5469 3410 1339 4709 4023 868 2110 4533 479 372 1294 4200 4877 3236 3602 355 6624 5981 2005
26,868 3040 1651 6561 4312 2703 412 2632 1818 5861 3269 6627 6532 1494 1302 6843 2499 5258 2829 5466
27,2556 457 2167 3666 596 1602 2574 2557 3373 2110 1458 1339 4231 2397 6561 6730 2703 1791 2456 1252
28,4180 3325 355 4103 6624 6330 3256 6935 814 3516 891 6810 1168 1940 6619 3410 3142 291 6158 6377
29,2556 4709 2628 536 5323 4877 1252 4570 4533 5981 6165 291 2329 3977 2438 3285 2093 596 1373 3496
30,6050 3236 5469 2438 531 1602 3373 3607 200 2835 1339 1418 6771 5489 4313 5340 3666 4200 5252 1940
31,6158 2779 5069 236 6330 5063 5705 3441 4291 4532 3512 891 1779 4200 4312 6771 4220 2632 4029 3930
32,457 1294 3436 2539 6624 4032 6050 3256 5326 814 4633 4291 4877 1602 1038 1702 91 4833 1183 459
33,2557 6624 1983 596 2080 5553 3285 2399 372 2628 3236 2167 4231 5532 1818 3551 1968 601 2341 3707
34,1373 2226 457 2557 3180 5532 2110 5489 6810 227 6190 1038 1656 3875 596 2438 2574 3666 3526 2101
35,5460 531 4912 3512 2152 2779 201 1183 6330 4200 479 6158 4180 3765 3602 1214 729 4877 2399 4625
36,868 6561 3602 966 4264 4351 1656 4572 3373 640 6018 1403 1469 2835 495 4720 1339 1539 5252 729
37,2399 814 2628 4351 1329 5553 4570 6624 1983 355 3506 5640 640 5323 1539 2329 1968 1252 6930 3236
38,5469 2232 3316 3410 531 814 2653 6635 4103 1373 3602 5167 868 2228 5326 3236 4709 1974 5323 1418
39,5252 4200 1418 1554 3236 5469 3316 2556 2369 4625 4312 428 1974 2152 372 2557 536 814 729 2228
40,3410 4570 814 1458 6158 5609 1183 2390 6050 2539 4634 1960 236 4220 4300 2628 169 6519 314 817
41,5252 5469 2557 262 814 3512 1418 200 2556 531 6584 1554 5340 4796 2653 5269 3316 6219 2152 3707
42,2556 3602 2628 3201 5723 4231 5965 6018 2321 5064 4351 5394 3621 2539 955 3824 1983 1329 5442 640
43,2167 1339 5076 5532 1373 372 4270 479 4045 1602 6730 4291 355 6771 3410 2093 3441 283 3607 6584
44,6771 479 3410 4570 1554 5369 5340 1339 729 1418 457 5167 5252 6050 1407 5064 5258 2152 3512 2653
45,4312 5469 3989 2632 4220 6532 6935 3516 4835 4532 5258 2555 4925 5690 3873 203 6271 3142 1302 999
46,86 291 3602 4533 4545 6293 4264 4685 5710 5666 5369 3496 3135 4365 5258 4691 2527 4554 89 2587
47,5532 1252 4270 1038 2628 4291 146 4608 2101 1691 4709 1930 479 6158 2399 1503 5076 283 2228 1217
48,5532 4625 1418 531 3512 5167 2645 6771 1920 1800 5169 655 2059 4291 1267 4023 5340 428 2024 2539
49,1960 4300 92 6519 6133 1210 2731 132 2188 1940 2556 5919 4023 1373 5323 479 6378 935 6236 1098
50,4533 3410 1168 1373 6624 1339 4200 814 868 5252 2167 4291 2557 4709 5532 536 3316 4554 6377 5854
51,2557 6624 2167 5469 4877 1168 355 2369 5076 3707 4238 955 5553 1339 3410 4200 2628 536 6382 5230
52,3410 1418 4200 5167 2539 4877 3512 5076 5252 6050 262 200 5065 457 4709 1554 2803 2438 6796 3713
53,868 479 372 3607 1458 5961 1339 86 355 2835 4291 2369 3373 3666 4545 4554 5076 5252 814 5766
54,2556 3410 4291 4570 2628 5258 6624 1339 5076 4351 4200 4572 6018 6158 1983 6771 2539 2438 4720 1503
55,2556 2110 457 3666 1651 2399 3040 4572 6516 966 5073 414 2574 3819 2412 2228 495 1940 3373 5489
56,4877 814 201 355 3256 4291 4373 531 6624 4029 6666 3316 5241 4554 6158 479 5662 6363 5640 5076
57,3602 4045 4200 5064 3441 6050 5076 4570 2093 3512 1252 5340 4291 1183 5460 3201 2628 6330 4572 6624
58,4312 5369 6532 84 4023 4709 89 4835 2152 2779 4720 4532 6293 5063 5466 1651 4245 236 563 5694
59,1339 2093 4634 92 4300 1960 5766 6133 817 1210 1245 5723 6173 3208 86 2731 1602 132 3604 955
60,814 2228 5323 4709 868 4023 4291 355 1403 2369 5407 6165 5466 479 657 955 2329 86 5073 4103
61,955 4533 2228 868 3819 1339 5469 4264 372 3875 291 6624 2438 1294 236 4200 6377 340 5830 3666
62,412 6293 291 2960 2555 3989 5460 4220 3512 2779 2499 6316 84 2077 1544 2050 5553 6054 6729 4912
63,3410 4200 6771 1940 6126 814 4533 2557 4351 372 5553 5609 3285 1168 262 1183 1418 4709 1106 3316
64,1560 1038 4291 4572 2115 4220 5532 4989 4987 6730 372 3621 1700 6584 3930 2399 4552 5362 2985 6158
65,4351 2557 814 1329 4200 2628 6930 1539 3516 4264 6810 3285 2228 3977 2448 6624 3218 5609 4570 6873
66,3602 1403 355 3040 1651 5073 414 5469 966 4728 1655 6930 6627 2399 417 868 1294 5609 4714 4977
67,2574 2397 1373 3666 5407 5490 2986 1328 5122 2110 5830 5489 5329 4534 625 2252 596 2904 5965 1535
68,4877 4570 814 1339 3875 6810 355 1940 4709 2228 5961 3607 6190 5469 5407 1458 5981 1403 2880 2399
69,1373 2226 4691 5407 5766 2397 3180 5490 1940 1171 227 4264 5329 4534 6810 457 5830 2703 966 5785
70,5258 3602 5466 2779 5460 3989 4180 86 814 4200 891 4912 412 5356 2835 6158 4545 4554 1302 5553
71,2556 372 4796 2557 1168 200 5252 5326 955 1602 2527 1294 3707 1183 2369 1374 531 1015 4351 5950
72,868 955 596 457 2228 4200 536 4264 1940 4533 5407 1651 5961 3040 4231 495 2080 4023 3666 2167
73,457 1339 4533 1373 5469 814 3316 4709 1940 2228 5323 4572 1696 4877 5252 6730 3602 5489 6073 4023
74,3607 6018 5766 1373 5442 2226 2557 2438 227 3875 2835 1252 4291 3180 457 6810 2167 6190 5490 2397
75,966 3040 955 6935 6561 536 3977 2703 6810 5369 3617 5861 2050 495 4012 3135 6627 868 5666 2295
76,1560 3462 4147 2871 1602 355 1905 1073 86 1610 1554 1733 1830 4533 5469 1700 5705 3316 439 1702
77,6158 4029 6126 4561 6330 2228 5847 258 5010 1254 236 3740 4912 3142 2628 1469 5441 6415 2183 5069
78,86 4180 2527 4103 2050 4545 5407 4291 1339 6377 291 6271 2886 4238 2077 5469 6619 5335 495 4685
79,814 479 3300 2557 4351 531 5252 3516 1329 4714 4634 2226 6219 4300 92 169 2731 6133 3180 355
80,2228 2369 86 5469 1294 291 5854 4032 479 955 2772 6619 1106 4264 2077 3256 4487 3604 5326 4238
81,2167 2556 6050 5076 3236 4200 814 457 6584 5326 200 531 5065 6624 729 4231 955 3713 6771 4572
82,5258 6810 2167 3516 4200 6935 868 5532 2226 3125 4291 3970 4312 5474 3410 3180 2907 6018 2295 2798
83,868 5766 1339 3373 3410 479 2226 2167 5490 2835 227 5532 1294 2397 4313 5961 2232 1554 3180 6810
84,2557 3602 2628 5489 4264 1373 4231 5723 5553 3666 2574 1539 1329 4351 2110 2438 2080 6730 283 4813
85,3236 3410 4200 5469 531 3316 4796 2653 5340 1554 5167 3607 1339 1418 665 2557 1373 6190 200 1458
86,4200 3236 3512 372 1818 531 5252 4312 5069 2152 1418 814 3989 6532 4570 5369 5340 5553 868 5076
87,4023 4533 5252 6771 6165 1168 457 4480 1294 2556 814 657 6330 1106 2509 2329 755 1217 956 1554
88,814 5609 4291 1329 355 4200 5553 2557 5662 4912 5460 2628 1940 5010 4045 4613 4029 5489 6958 1920
89,5532 2557 3602 2093 1983 5723 1403 5553 596 1696 3824 4572 2438 1539 640 3285 1329 3666 5231 1373
90,3666 414 2093 5073 1373 5489 536 2110 2556 4709 5407 2986 6730 5337 601 2438 4728 4264 2904 4172
91,4709 3602 814 3441 5640 355 5326 3410 3713 891 2024 6771 457 4291 5532 1554 3256 4480 4633 4833
92,6018 6651 3236 1279 3713 4864 5065 1015 3966 1106 3201 2557 200 2803 6704 1294 2538 3812 4220 2653
93,1252 4813 4172 955 5335 5965 4238 283 2904 4270 3977 2703 3666 2101 5532 3044 1168 5230 3962 2397
94,2835 5469 4032 6645 2844 3787 868 4195 5966 1497 3269 3208 1602 2472 457 1655 5356 6213 4704 3576
95,2556 1339 868 4877 2628 1252 5965 3602 3285 4572 3824 2115 3621 814 1656 1445 2557 1294 5609 2093
96,1940 5323 2329 2369 457 5640 291 4545 4500 4180 955 2509 1217 1467 3410 868 755 5407 536 2527
97,1940 2556 1294 4023 2917 1038 2110 5532 3607 2539 4533 146 6050 2438 6810 5323 6472 1458 4570 1168
98,5258 3285 2321 3201 1696 4270 5609 5965 6018 3824 5640 5394 1503 5442 247 2871 5766 3621 1560 868
99,479 3236 6624 5532 4200 4180 3316 868 355 457 1418 5167 4554 2835 665 3602 1339 5854 5076 2399
100,1106 6330 3607 6771 1183 3516 6935 6666 3966 4373 4796 3325 5896 3142 5549 1458 201 5460 3285 4103
101,3316 6624 536 2835 457 4103 86 4500 5326 594 6271 1602 868 3373 5407 3604 6472 4796 2284 1106
102,6935 1403 814 5064 6018 5442 2226 2628 2798 5981 4709 4312 4351 3285 1373 6165 1610 3590 2167 3180
103,355 5323 4570 372 4023 2556 4533 457 5981 1168 6165 2005 3410 2329 4351 4714 5640 4877 2628 6584
104,2557 2228 536 868 2369 4533 596 5407 3410 1339 1168 2574 2093 4312 2397 372 6624 814 4554 3666
105,2399 4533 1602 1339 1696 4045 4351 2321 1983 559 5394 1168 4291 3676 2628 1182 5252 5295 1503 1968
106,3236 2557 5532 479 1373 457 5076 372 5469 3607 955 2369 2399 1458 6584 86 4570 2228 536 4180
107,86 4180 4554 3316 2093 4545 1696 955 291 2228 5723 536 6624 1560 4533 5469 4045 3325 372 596
108,2397 5965 6516 918 5696 6173 5830 4691 1252 2574 4789 4291 4813 2844 1445 491 4581 2115 2986 3326
109,2556 3316 5469 868 4291 2369 4554 1106 4200 372 4103 86 1418 262 536 6330 6771 4533 6126 5167
110,495 1656 2273 2080 3824 2101 1339 5965 3040 3385 1968 1469 1257 6626 2216 2539 1700 4714 2390 2093
111,479 4023 1339 1106 3410 6330 1373 2329 3325 4533 6165 5252 4554 4796 6771 2527 4480 4487 5640 1217
112,1960 6519 817 1245 132 4572 3607 2167 3436 1458 814 2628 5489 4783 2557 6730 5076 372 1602 4032
113,479 3602 5532 5076 1373 3236 4572 5252 1554 5340 531 2539 5469 5167 6624 4313 3666 262 1418 868
114,1458 6018 2632 4300 2960 2369 6293 6519 817 1245 1210 3930 5442 5553 44 5294 2050 4291 4800 3135
115,2557 5252 3512 372 1458 596 3373 4300 262 6519 169 3966 314 817 4544 5340 5469 5326 814 3930
116,2557 3824 2093 1602 6516 2628 596 2438 6018 4572 1373 4231 1252 3962 4720 2574 1445 1656 5489 955
117,3607 3602 3236 6624 5553 814 1983 2653 479 2556 5167 355 1252 4313 665 1403 5169 1920 2226 4080
118,5469 2228 2226 4180 3410 3875 5407 4554 6810 3180 2527 1458 4023 1339 1252 6624 4264 4032 4709 4570
119,3602 814 1403 1329 355 1539 640 5553 2448 6729 1983 5662 1294 1544 76 6073 4351 457 4906 261
120,4291 2167 2628 4270 5532 6730 1339 4877 1294 4312 6018 4484 1700 1983 4709 5369 5442 1503 5069 3285
121,2556 3236 1602 1983 457 955 6624 4572 536 1373 596 372 4231 1696 5326 814 3819 1294 1168 2438
122,2557 6472 2628 4877 3201 1038 2917 4200 1696 4572 2167 2093 2556 4045 1700 5723 5258 955 1118 5553
123,3236 3410 5076 479 6584 1183 6330 2557 4373 4877 2556 4200 372 4572 5065 5460 5469 355 3602 891
124,4351 5640 1983 355 5553 2557 2399 123 4796 4570 5950 2080 3236 2321 5335 1943 2653 4103 559 3487
125,3040 1651 5073 966 414 955 1373 3410 4977 2167 5258 536 6561 2703 54 6454 4697 5532 5861 479
126,2399 814 1183 6158 5460 6666 2556 4200 479 3236 891 2779 4815 5010 3256 5356 5252 4342 4877 3285
127,372 5766 531 5532 1974 1339 868 2653 3373 3316 5076 1051 6584 4080 665 227 1705 200 6810 355
128,5323 3516 6935 6810 2005 3970 3180 4480 2295 2907 6190 5223 2329 2509 3460 1217 1949 2798 4200 1467
129,1329 814 1373 1539 2628 6930 457 3436 5489 1339 3666 4291 640 2574 1294 1503 3285 2412 2399 236
130,4180 3410 3373 1651 414 3604 6330 1655 4484 2369 5065 2167 6018 2703 6561 1374 6624 4200 6684 4217
131,1940 1458 868 2110 596 5766 5640 2397 5489 6810 1252 5223 5323 5965 5961 2167 4231 283 2438 2628
132,1602 2438 2556 1696 4533 3819 868 4231 6293 955 1700 2986 1294 5064 814 3373 601 3767 2574 5965
133,2557 5466 6624 955 4351 372 4312 6018 4533 1983 5369 5469 2556 5442 4291 2369 868 200 4796 3512
134,536 479 2556 3410 4533 2369 3236 372 4312 1339 6624 1168 1418 5369 5469 3512 86 5407 5167 2886
135,4312 5369 955 2632 596 4264 89 1373 1656 5498 4709 291 6018 6532 3930 5965 4023 3135 4533 2960
136,1940 4877 3602 4709 3040 457 2110 966 5073 5323 6561 814 4728 479 2703 3410 5981 1655 1339 5640
137,3410 5532 2167 457 112 5326 2438 2356 479 4570 3441 814 6584 3385 6771 768 459 1418 1610 729
138,3621 1656 4877 6293 2574 2228 2110 4264 1445 3962 2556 5407 5489 1644 2628 3602 6018 2167 1546 5329
139,1602 1696 814 2321 559 4200 4312 4351 4514 2448 3285 5394 1610 3506 1560 5723 91 1968 3676 224
140,1940 4709 5407 5981 2557 2329 4570 6165 5223 640 3977 955 2005 5640 1983 291 4877 2628 4480 755
141,3512 531 5369 2632 5766 412 4220 6330 5340 84 5896 6645 2255 4720 6054 5847 4835 6771 5460 4800
142,3607 4634 1960 3666 2574 4300 92 169 6133 1210 817 132 4172 1458 2188 5766 5919 1252 5337 5723
143,1373 1339 2557 868 596 3607 1458 3373 5252 4200 5167 5489 3410 2835 372 3236 5961 2574 4572 5766
144,4572 4720 1602 291 6516 6472 5532 5489 1696 1958 3824 1469 1560 3436 283 6018 5644 4841 1610 4045
145,5532 955 1373 536 868 5407 4533 6377 2557 2628 4691 5335 2110 5666 4264 1651 1168 3875 2438 2886
146,5323 5981 6165 4480 2329 5407 5223 755 1467 4533 2509 2556 5630 1373 3285 2818 4813 2110 5644 1445
147,2369 955 479 4291 2527 4554 457 5469 4103 4545 5407 2772 3410 291 6377 3316 5961 2077 4238 594
148,1294 6624 3236 1183 5252 5069 1554 372 2779 4200 5469 236 3316 6307 2628 355 4342 2024 3441 4912
149,3713 531 5167 5340 112 262 2438 4200 5076 3236 457 665 2356 187 2835 3316 2556 729 4313 5532
150,4180 4103 5252 2369 1940 1106 4291 86 5469 1963 5323 665 6771 6330 262 2835 6271 1183 6619 814
151,2556 3410 86 3316 2167 4103 2050 291 5469 1339 4545 1963 2886 3325 814 2772 5407 6619 3244 6377
152,6935 3516 2226 6810 6873 4936 3875 4264 5857 4351 1171 3460 1949 3285 5553 403 1656 1503 4572 6530
153,868 2167 4200 479 5469 5532 457 814 3607 200 1458 4533 1339 5076 5252 3512 596 5766 355 2835
154,2556 4200 4877 814 2167 457 3236 5369 479 1339 4231 4533 372 5258 2228 3930 6532 2438 6293 2152
155,868 3040 479 3410 4554 966 536 1655 4103 372 6561 4500 3316 4291 2703 495 86 2557 5950 1106
156,2556 1373 2228 955 5965 1294 4572 3962 457 2628 3436 536 1696 3010 3824 3621 5076 3819 4200 814
157,4877 5640 2557 5532 2080 355 1329 2628 2399 1038 2110 1373 1651 6561 2329 123 1560 1503 868 966
158,479 5252 372 5340 3236 1418 6624 5326 1554 3512 5076 6050 1974 665 2152 2167 5532 6796 3966 6771
159,1038 2628 4270 4045 2917 3236 4877 5489 5553 6158 2399 3285 5258 283 4200 4312 2556 6624 1503 146
160,2557 2167 2228 1940 2369 5532 4200 1339 2886 2050 86 6173 5696 3617 4023 6624 2093 3496 3410 5407
161,2167 6018 5965 1373 1656 1038 5442 4572 4351 4264 596 5553 4312 868 6516 2438 4841 6730 4484 89
162,1602 457 2093 596 3666 1373 3373 4231 1339 6624 2574 5532 2167 3236 5076 3607 601 2456 4533 4200
163,1700 6472 3436 5064 2390 3506 1182 515 4709 457 1339 6651 2329 1217 4023 1329 3824 2871 5258 3621
164,5466 2628 4200 6018 2228 236 3285 4570 4342 1339 5442 1403 5064 3300 2557 3516 457 6935 89 4220
165,1602 4291 1339 1373 4572 4877 5489 6516 891 1696 6330 596 6645 4045 3373 1183 457 2574 6666 5896
166,4023 4709 5323 479 3410 5981 2556 3316 5252 6165 2232 531 3604 4480 2005 5854 262 1702 1974 2835
167,4351 5532 2167 2093 4231 1958 2556 5064 1696 6516 3707 5076 3436 5723 5553 2455 5231 6073 1682 291
168,1373 1458 4270 5766 4572 283 2226 6730 3666 1339 2167 1940 6771 2101 2557 5337 3180 5532 2574 5490
169,479 1373 2556 1339 5469 3410 5854 1294 6635 4572 4180 86 2835 2369 355 3373 3604 814 4533 4313
170,868 479 457 1339 4200 6810 5961 5469 3236 3180 5252 2798 5490 4312 531 5258 814 1418 6190 227
171,5258 291 4554 2050 4533 2167 2527 2077 1168 2886 6271 2772 5469 5532 5407 5335 5710 1963 594 3410
172,3602 355 457 1554 6930 2024 1920 1051 262 6213 2539 2300 4625 428 5854 1539 1569 1818 5640 3000
173,3285 5609 814 2779 4045 6624 4351 236 3506 4342 4720 2871 1983 1469 1700 5466 5553 5069 4877 4570
174,4023 3607 5961 4709 1373 2397 1252 5766 2556 5490 6165 5323 4264 5981 2226 5857 1171 2438 868 6018
175,5252 3316 3236 1418 891 3966 6771 5469 372 5460 665 4373 5326 200 6584 814 729 201 5340 6126
176,1458 2556 6810 3180 1602 3977 5394 1038 3666 227 5961 5337 1182 868 3875 2093 2904 2438 2455 2574
177,4291 4912 5369 3512 1418 4572 3930 2779 2152 955 5258 891 729 1560 4180 5167 4220 3316 4342 5460
178,2539 4045 5326 6330 6050 891 6158 2399 1700 4180 4029 6666 814 6771 2779 729 5065 2438 2472 6624
179,4373 531 2152 2779 3765 5896 4045 3236 6330 5069 236 1143 2183 4640 3441 2628 3966 6219 5705 459
180,2399 2628 3602 1503 6158 814 5076 1651 355 1602 1294 5394 4351 5323 5723 1610 3676 2871 6073 2556
181,5489 4572 3666 5076 5723 1958 4231 1696 6730 2438 2574 2904 4023 4544 3201 4045 3607 5394 1940 2329
182,457 5258 4720 1294 868 814 236 5069 3607 4572 1458 6018 4484 1602 2835 4045 193 2369 412 4342
183,531 5252 262 4200 729 3316 3966 3236 3512 5469 4373 6624 4912 2152 4625 5065 2399 6771 372 3602
184,2557 5258 3607 4720 457 3410 596 4200 4231 1602 6584 5069 814 6624 2539 1700 3512 4572 3819 2369
185,4312 4200 5369 6561 2703 966 414 4728 3930 1655 1373 89 4800 6054 2110 2555 2557 3621 4877 417
186,955 4877 3142 1651 2232 6873 5407 3970 966 3125 3040 414 5474 4936 5073 2798 5854 2295 1403 4533
187,5466 6018 5532 2557 4877 6584 2779 3930 5553 3602 236 4220 5369 5469 412 6293 4045 3607 6158 6624
188,3516 4813 2228 6190 2295 5474 5407 3875 4023 3460 1949 1373 5857 2110 403 5489 1171 5671 2557 2574
189,868 3040 5073 4977 6561 4533 4291 814 2835 1168 54 3269 6454 4570 4103 536 6624 6771 457 4180
190,4625 1418 5167 5252 1554 1051 3512 6796 5941 428 3765 3966 3702 6562 1974 2251 4200 6958 5169 2183
191,4023 6730 5489 283 4270 2329 868 5981 2917 1217 457 6165 1339 4480 5337 3607 4172 2628 479 2101
192,5965 3824 2110 3621 6516 283 2557 596 2628 4200 1328 4813 1469 1038 3436 5022 2556 1602 1791 2329
193,1373 2835 3236 372 531 2557 3316 6624 4533 1418 1294 4572 5167 2369 2167 4313 262 1602 5961 6584
194,2556 1339 457 479 6624 1602 3236 3410 814 3373 262 1696 4200 2835 4291 531 3666 1958 6645 601
195,1252 5469 1294 4312 6293 1602 6018 1168 5965 4045 594 3767 5442 4220 955 4800 5369 1830 340 2986
196,536 2369 5961 3875 4545 4720 4685 4554 5466 4180 5666 5064 4691 2167 1339 5532 3857 457 2986 4896
197,1651 4728 6561 3373 2703 1373 5766 1339 6810 3410 3269 227 6018 4981 5428 4312 3604 531 4373 5167
198,2093 5723 6293 596 5532 5469 3316 6584 200 89 5369 222 4789 6316 2960 2803 3824 5489 2115 201
199,4709 5323 5981 2556 6165 4480 2005 2110 5961 457 5223 955 755 2329 3875 4264 1467 4533 5329 2167
200,479 5252 3316 531 3236 814 2556 1418 5469 5167 4200 1339 4180 4796 4912 6330 1183 2369 3966 372
201,3410 5252 1418 5167 868 1373 3316 5340 3236 2835 5469 4200 729 1554 1339 3966 6771 814 2152 1974
202,6561 868 966 3040 2703 5073 495 4264 4728 5961 2110 6627 3373 4813 1252 1373 6454 1655 5489 3269
203,6050 3713 2321 4572 665 1554 2653 3441 262 1940 4544 2024 5489 2167 3316 2557 6584 3436 457 4351
204,3516 2226 3142 3180 3285 2399 4936 236 5474 814 6190 2798 4023 5323 2907 3526 4813 1373 1458 1403
205,868 1651 479 2557 6624 372 2539 54 1339 6454 2167 4697 531 6627 4012 5469 5861 814 5167 2835
206,3410 5662 2024 3316 4291 5252 814 5340 5167 2167 6584 4912 1963 355 6635 200 6796 729 4080 5466
207,3410 1373 372 5167 1418 2653 1458 5469 5766 2024 4291 4200 1106 1339 1294 3966 4912 1183 5553 6771
208,4351 2556 2167 6018 4312 596 5532 4291 1373 3285 3218 1339 5369 4238 4484 594 5442 4841 3795 2438
209,868 1339 479 3410 2167 5532 3607 1294 1458 5252 4533 3316 5766 1696 4572 3819 814 3666 5167 729
210,3607 3602 868 291 1940 4023 5640 355 4709 2329 640 2369 1539 457 5553 2557 2399 3857 2556 1403
211,2779 236 4045 1073 5469 3989 5356 44 2255 3236 5532 6330 4032 4312 6316 2369 2557 1183 84 2632
212,2093 596 1373 1602 5532 2628 4231 4572 6730 6018 2110 1546 4720 6453 1696 5337 1958 868 4312 1445
213,5252 3316 3410 2653 2167 2539 1294 5532 5340 1602 5167 372 1920 814 3713 112 1418 428 187 6584
214,3962 5337 3410 5965 4270 4608 6584 1038 479 2115 4552 1930 3621 1196 942 372 6506 2093 3824 2101
215,1252 4572 457 6730 5489 146 1294 2167 2110 4570 5532 1217 3666 4172 4045 6771 4023 4709 5337 3441
216,1373 2556 4709 457 4023 4634 1960 2226 5323 6519 92 5489 3666 6133 1210 817 1245 2731 132 5469
217,1373 5532 2228 955 536 2110 1696 1339 3436 5469 5407 4045 6561 4514 601 291 3270 3462 2703 5950
218,3410 868 814 4720 4570 479 6158 1373 6330 3607 2369 3285 1700 5609 3256 3316 6018 2779 2628 891
219,531 3236 479 1554 6584 891 5258 868 2557 4532 3930 6050 5167 4720 729 372 5466 814 236 4029
220,2556 4709 3602 3410 5323 479 355 5469 868 3236 5223 2005 531 4480 2835 1418 1403 1602 1329 5167
221,3410 457 3300 1339 531 2226 5469 1294 3970 4570 5474 372 3180 5167 3236 5326 4200 1418 5252 2295
222,4625 5340 1920 814 4877 479 1458 4313 5854 891 6584 6562 200 2152 3316 729 4296 1705 6196 1800
223,5252 531 3410 5167 6771 1940 1554 665 1106 729 5469 5323 5326 4103 3966 1974 4313 6635 4023 2835
224,814 1329 1339 4291 2228 479 1294 3410 868 355 1168 955 5469 6930 5640 3607 1940 2399 536 5407
225,4023 5489 6730 1252 2329 4572 3410 2574 4172 1038 1560 868 5630 5324 2904 5469 942 4270 5326 2455
226,4709 5489 3666 1940 868 457 1602 4813 596 3824 1339 6730 495 4172 2628 1651 2438 5323 5961 2397
227,6730 4709 1373 5489 4270 1940 4533 2917 4572 4023 1294 3666 5323 6771 283 2574 4570 1168 457 2101
228,3410 5532 1373 4720 814 4291 3373 3604 200 1339 2557 5252 3607 3316 5065 5460 2779 5069 4313 4342
229,1940 4709 5323 2628 2556 3516 596 5981 3142 5337 283 6810 2329 1602 5223 2080 2005 5640 2093 3970
230,4877 355 457 1403 1329 4570 3410 665 3316 6624 2024 3256 3236 2653 3180 4291 5469 6810 5252 3506
231,814 6624 355 4200 1403 1329 4570 2557 2399 236 5076 5069 4291 5609 3410 4351 6158 4342 5553 2628
232,4200 1373 457 3236 372 5469 2399 3373 3607 4231 3512 2093 4877 5076 2835 1458 3602 3285 1818 2574
233,457 868 5076 6561 2703 2844 495 414 1602 1651 4045 966 6173 5696 193 3269 1940 3208 2835 6050
234,4728 4291 1655 2557 417 4977 3373 6454 6018 6158 1329 2628 4045 4342 355 4200 1539 5553 1339 2779
235,4291 3410 2369 2556 2557 4545 291 1940 5469 372 2050 5323 2527 536 657 1217 6271 4023 1963 2399
236,4877 2167 457 2556 6624 372 3236 2093 3373 5723 1339 6584 1373 479 1403 5326 4544 355 3436 3666
237,1339 1602 2557 457 2167 4533 955 5532 2110 4231 3819 1696 3666 6561 1458 3607 2228 3285 5469 2986
